bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1632414,1309624,2023-04-25,House,"Amended RV#463",146,0,1,3,150
1632418,1306974,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632418,1306975,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632418,1323476,2023-05-11,House,"Read 3rd time RV#1490",139,4,2,4,149
1632419,1310120,2023-04-25,House,"Amended RV#501",88,60,1,1,150
1632419,1311072,2023-04-26,House,"Read 3rd time RV#552",94,51,2,3,150
1632419,1327882,2023-05-17,Senate,"Rules suspended-Regular order of business",20,11,0,0,31
1632419,1327883,2023-05-17,Senate,"Amendment fails of adoption",12,19,0,0,31
1632419,1327884,2023-05-17,Senate,"Record vote",20,11,0,0,31
1632419,1329438,2023-05-18,Senate,"Rules suspended-Regular order of business",20,11,0,0,31
1632419,1329439,2023-05-18,Senate,"Read 3rd time",20,11,0,0,31
1632424,1315242,2023-05-01,House,"Adopted RV#764",121,14,2,13,150
1632426,1311055,2023-04-26,House,"Read 3rd time RV#534",138,7,1,4,150
1632426,1334221,2023-05-23,Senate,"Three day rule suspended",0,1,0,0,1
1632426,1334222,2023-05-23,Senate,"Read 3rd time",0,1,0,0,1
1632428,1301670,2023-04-14,House,"Read 3rd time RV#207",144,0,1,5,150
1632428,1334031,2023-05-23,Senate,"Three day rule suspended",31,0,0,0,31
1632428,1334032,2023-05-23,Senate,"Read 3rd time",31,0,0,0,31
1632431,1306126,2023-04-20,House,"Read 3rd time RV#365",143,2,1,4,150
1632432,1319591,2023-05-06,House,"Read 3rd time RV#1205",138,0,1,11,150
1632443,1297517,2023-04-06,Senate,"Three day rule suspended",31,0,0,0,31
1632443,1297518,2023-04-06,Senate,"Read 3rd time",31,0,0,0,31
1632443,1329068,2023-05-19,House,"Read 3rd time RV#1845",143,0,2,4,149
1632444,1320894,2023-05-09,House,"Read 3rd time RV#1352",123,22,2,2,149
1632448,1307434,2023-04-21,House,"Read 3rd time RV#390",139,0,1,10,150
1632448,1320263,2023-05-08,Senate,"Three day rule suspended",31,0,0,0,31
1632448,1320264,2023-05-08,Senate,"Read 3rd time",31,0,0,0,31
1632450,1323453,2023-05-11,House,"Read 3rd time RV#1522",141,5,1,2,149
1632458,1310411,2023-04-25,Senate,"Three day rule suspended",31,0,0,0,31
1632458,1310412,2023-04-25,Senate,"Read 3rd time",31,0,0,0,31
1632458,1329246,2023-05-19,House,"Read 3rd time RV#1845",143,0,2,4,149
1632459,1304584,2023-04-19,House,"Read 3rd time RV#318",145,0,1,4,150
1632460,1314136,2023-04-28,House,"Read 3rd time RV#681",144,0,2,4,150
1632460,1326557,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632460,1326558,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
1632464,1305968,2023-04-20,House,"Read 3rd time RV#345",146,0,2,2,150
1632464,1326547,2023-05-16,Senate,"Three day rule suspended",31,0,0,0,31
1632464,1326548,2023-05-16,Senate,"Read 3rd time",31,0,0,0,31
1632464,1329174,2023-05-19,House,"House concurs in Senate amendment(s) RV#1877",140,0,3,6,149
1632465,1321629,2023-05-10,House,"Read 2nd time RV#1404",86,59,1,3,149
1632465,1322601,2023-05-10,House,"Read 3rd time RV#1431",82,61,1,5,149
1632466,1313585,2023-04-27,House,"Read 2nd time RV#664",120,21,1,8,150
1632466,1313913,2023-04-28,House,"Read 3rd time RV#710",114,32,2,2,150
1632473,1318891,2023-05-04,House,"Read 2nd time RV#1070",87,51,2,10,150
1632473,1319347,2023-05-05,House,"Read 3rd time RV#1107",99,44,1,6,150
1632473,1332684,2023-05-22,Senate,"Rules suspended-Regular order of business",19,12,0,0,31
1632473,1332685,2023-05-22,Senate,"Read 2nd time & passed to 3rd reading",19,12,0,0,31
1632473,1332686,2023-05-22,Senate,"Three day rule suspended",25,6,0,0,31
1632473,1332687,2023-05-22,Senate,"Read 3rd time",29,2,0,0,31
1632473,1333219,2023-05-25,House,"House concurs in Senate amendment(s) RV#2140",107,34,3,5,149
1632475,1298620,2023-04-12,House,"Read 3rd time RV#161",147,0,2,1,150
1632475,1325558,2023-05-15,Senate,"Three day rule suspended",0,1,0,0,1
1632475,1325559,2023-05-15,Senate,"Read 3rd time",0,1,0,0,1
1632482,1298065,2023-04-06,Senate,"Rules suspended-Regular order of business",19,12,0,0,31
1632482,1298066,2023-04-06,Senate,"Vote recorded in Journal",19,12,0,0,31
1632482,1298067,2023-04-06,Senate,"Rules suspended-Regular order of business",19,12,0,0,31
1632482,1298068,2023-04-06,Senate,"Read 3rd time",19,12,0,0,31
1632486,1277572,2023-03-16,Senate,"Three day rule suspended",31,0,0,0,31
1632486,1277573,2023-03-16,Senate,"Read 3rd time",31,0,0,0,31
1632487,1319011,2023-05-04,House,"Point of order withdrawn RV#1069",79,59,2,10,150
1632487,1319360,2023-05-05,House,"Amended RV#1106",95,50,1,4,150
1632488,1311167,2023-04-26,House,"Read 3rd time RV#536",144,4,1,1,150
1632489,1316366,2023-05-02,House,"Read 3rd time RV#791",144,0,3,3,150
1632489,1334368,2023-05-26,House,"House concurs in Senate amendment(s) RV#2157",138,2,2,7,149
1632489,1334901,2023-05-24,Senate,"Three day rule suspended",31,0,0,0,31
1632489,1334902,2023-05-24,Senate,"Read 3rd time",31,0,0,0,31
1632490,1306831,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632490,1306832,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632502,1314024,2023-04-28,House,"Read 3rd time RV#681",144,0,2,4,150
1632505,1324247,2023-05-12,House,"Read 3rd time RV#1580",140,0,2,7,149
1632508,1270938,2023-03-08,House,"Adopted RV#45",140,0,1,8,149
1632510,1298899,2023-04-12,House,"Read 2nd time RV#167",129,16,1,4,150
1632510,1300615,2023-04-13,House,"Read 3rd time RV#176",122,23,3,2,150
1632511,1310981,2023-04-26,House,"Read 2nd time RV#571",104,40,2,4,150
1632511,1312810,2023-04-27,House,"Read 3rd time RV#610",109,40,1,0,150
1632516,1301566,2023-04-14,House,"Read 3rd time RV#209",144,0,1,5,150
1632516,1322995,2023-05-10,Senate,"Three day rule suspended",31,0,0,0,31
1632516,1322996,2023-05-10,Senate,"Read 3rd time",31,0,0,0,31
1632520,1299025,2023-04-12,Senate,"Three day rule suspended",31,0,0,0,31
1632520,1299026,2023-04-12,Senate,"Read 3rd time",31,0,0,0,31
1632520,1332189,2023-05-24,House,"Read 3rd time RV#2039",138,0,1,10,149
1632521,1319561,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632522,1281733,2023-03-22,Senate,"Three day rule suspended",31,0,0,0,31
1632522,1281734,2023-03-22,Senate,"Read 3rd time",31,0,0,0,31
1632522,1309643,2023-04-25,House,"Amended RV#481",139,9,1,1,150
1632522,1333477,2023-05-25,House,"House adopts conference committee report RV#2132",136,3,2,8,149
1632522,1339366,2023-05-26,Senate,"Senate adopts conference committee report",31,0,0,0,31
1632524,1312285,2023-04-27,House,"Read 3rd time RV#605",87,59,1,3,150
1632525,1312014,2023-04-26,House,"Amended RV#582",116,31,1,2,150
1632525,1312351,2023-04-27,House,"Read 3rd time RV#634",102,47,1,0,150
1632528,1289029,2023-03-30,House,"Read 3rd time RV#71",147,0,1,2,150
1632528,1323040,2023-05-10,Senate,"Three day rule suspended",31,0,0,0,31
1632528,1323041,2023-05-10,Senate,"Read 3rd time",31,0,0,0,31
1632531,1317915,2023-05-03,Senate,"Three day rule suspended",28,3,0,0,31
1632531,1317916,2023-05-03,Senate,"Read 3rd time",28,3,0,0,31
1632537,1301411,2023-04-14,House,"Read 3rd time RV#199",143,0,2,5,150
1632542,1316735,2023-05-02,House,"Read 2nd time RV#898",91,53,1,5,150
1632542,1317476,2023-05-03,House,"Read 3rd time RV#947",99,48,1,2,150
1632542,1332332,2023-05-22,Senate,"Rules suspended-Regular order of business",25,6,0,0,31
1632542,1332333,2023-05-22,Senate,"Read 2nd time & passed to 3rd reading",25,6,0,0,31
1632542,1332334,2023-05-22,Senate,"Three day rule suspended",25,6,0,0,31
1632542,1332335,2023-05-22,Senate,"Read 3rd time",25,6,0,0,31
1632543,1302766,2023-04-17,Senate,"Three day rule suspended",0,1,0,0,1
1632543,1302767,2023-04-17,Senate,"Read 3rd time",0,1,0,0,1
1632543,1332008,2023-05-24,House,"Read 3rd time RV#2039",138,0,1,10,149
1632549,1312377,2023-04-27,House,"Read 3rd time RV#635",89,57,1,3,150
1632551,1312306,2023-04-27,House,"Read 3rd time RV#612",145,0,1,4,150
1632551,1330910,2023-05-21,Senate,"Three day rule suspended",31,0,0,0,31
1632551,1334608,2023-05-28,House,"House adopts conference committee report RV#2234",140,0,2,7,149
1632553,1301436,2023-04-14,House,"Read 3rd time RV#199",143,0,2,5,150
1632553,1321453,2023-05-09,Senate,"Three day rule suspended",31,0,0,0,31
1632553,1321454,2023-05-09,Senate,"Read 3rd time",31,0,0,0,31
1632559,1312923,2023-04-27,House,"Read 3rd time RV#611",147,0,1,2,150
1632559,1334302,2023-05-26,House,"House concurs in Senate amendment(s) RV#2162",139,0,1,9,149
1632559,1334879,2023-05-24,Senate,"Three day rule suspended",31,0,0,0,31
1632559,1334880,2023-05-24,Senate,"Read 3rd time",31,0,0,0,31
1632560,1319710,2023-05-06,House,"Read 3rd time RV#1181",134,0,1,15,150
1632561,1314158,2023-04-28,House,"Read 3rd time RV#681",144,0,2,4,150
1632561,1331075,2023-05-21,Senate,"Three day rule suspended",31,0,0,0,31
1632561,1331076,2023-05-21,Senate,"Read 3rd time",31,0,0,0,31
1632562,1322404,2023-05-10,House,"Read 3rd time RV#1429",121,23,1,4,149
1632564,1322513,2023-05-10,House,"Failed to pass to engrossment RV#1439",60,81,2,6,149
1632571,1304795,2023-04-19,House,"Read 3rd time RV#319",146,0,1,3,150
1632571,1326310,2023-05-16,Senate,"Three day rule suspended",31,0,0,0,31
1632571,1326311,2023-05-16,Senate,"Read 3rd time",31,0,0,0,31
1632572,1291469,2023-04-03,Senate,"Three day rule suspended",31,0,0,0,31
1632572,1291470,2023-04-03,Senate,"Read 3rd time",31,0,0,0,31
1632572,1326674,2023-05-17,House,"Amended RV#1796",139,0,1,9,149
1632572,1327376,2023-05-18,House,"Read 3rd time RV#1822",146,0,2,1,149
1632572,1332821,2023-05-22,Senate,"Senate concurs in House amendment(s)",31,0,0,0,31
1632573,1305574,2023-04-19,House,"Amended RV#341",147,0,1,2,150
1632573,1324016,2023-05-11,Senate,"Three day rule suspended",31,0,0,0,31
1632573,1324017,2023-05-11,Senate,"Read 3rd time",31,0,0,0,31
1632579,1317005,2023-05-02,House,"Read 3rd time RV#823",143,1,1,5,150
1632580,1313254,2023-04-27,House,"Read 2nd time RV#665",107,34,1,8,150
1632580,1314236,2023-04-28,House,"Read 3rd time RV#711",125,21,2,2,150
1632583,1301547,2023-04-14,House,"Read 3rd time RV#199",143,0,2,5,150
1632583,1330978,2023-05-21,Senate,"Three day rule suspended",31,0,0,0,31
1632587,1307167,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632587,1307168,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632587,1332897,2023-05-23,House,"Amended RV#2020",111,35,1,2,149
1632587,1339573,2023-05-26,Senate,"Senate concurs in House amendment(s)",31,0,0,0,31
1632587,1340779,2023-05-26,Senate,"Senate concurs in House amendment(s)",31,0,0,0,31
1632588,1306754,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632588,1306755,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632591,1321326,2023-05-09,House,"Read 3rd time RV#1308",142,0,2,6,150
1632594,1303520,2023-04-18,House,"Read 3rd time RV#246",148,0,1,1,150
1632594,1325824,2023-05-15,Senate,"Three day rule suspended",31,0,0,0,31
1632594,1325825,2023-05-15,Senate,"Read 3rd time",31,0,0,0,31
1632594,1326463,2023-05-17,House,"House concurs in Senate amendment(s) RV#1809",140,5,1,3,149
1632599,1306045,2023-04-20,House,"Read 3rd time RV#345",146,0,2,2,150
1632599,1326586,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632599,1326587,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
1632599,1329599,2023-05-19,House,"House concurs in Senate amendment(s) RV#1879",140,0,2,7,149
1632601,1318526,2023-05-04,House,"Read 3rd time RV#1004",141,0,1,8,150
1632604,1319512,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632612,1319344,2023-05-05,House,"Read 2nd time RV#1150",95,40,1,14,150
1632612,1319696,2023-05-06,House,"Amended RV#1190",89,49,1,11,150
1632615,1291406,2023-04-03,Senate,"Three day rule suspended",31,0,0,0,31
1632615,1291407,2023-04-03,Senate,"Read 3rd time",31,0,0,0,31
1632615,1324781,2023-05-15,House,RV#1691,105,33,1,10,149
1632615,1325255,2023-05-16,House,"Read 3rd time RV#1718",126,14,1,8,149
1632615,1332439,2023-05-22,Senate,"Senate concurs in House amendment(s)",31,0,0,0,31
1632617,1297267,2023-04-11,House,"Statement of Leg. Intent Recorded in Journal RV#147",98,43,2,7,150
1632617,1298586,2023-04-12,House,"Amended RV#164",118,22,2,8,150
1632621,1319556,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632621,1334733,2023-05-24,Senate,"Three day rule suspended",31,0,0,0,31
1632621,1334734,2023-05-24,Senate,"Read 3rd time",31,0,0,0,31
1632629,1286351,2023-03-28,Senate,"Three day rule suspended",31,0,0,0,31
1632629,1286352,2023-03-28,Senate,"Read 3rd time",31,0,0,0,31
1632629,1321314,2023-05-09,House,"Read 3rd time RV#1308",142,0,2,6,150
1632632,1309658,2023-04-25,House,"Read 3rd time RV#465",101,47,1,1,150
1632633,1317415,2023-05-03,House,"Read 3rd time RV#945",83,58,2,7,150
1632633,1327813,2023-05-17,Senate,"Rules suspended-Regular order of business",19,12,0,0,31
1632633,1327814,2023-05-17,Senate,"Read 2nd time & passed to 3rd reading",31,0,0,0,31
1632633,1329432,2023-05-18,Senate,"Rules suspended-Regular order of business",19,12,0,0,31
1632633,1329433,2023-05-18,Senate,"Read 3rd time",31,0,0,0,31
1632635,1312827,2023-04-27,House,"Read 3rd time RV#615",141,5,1,3,150
1632635,1329649,2023-05-19,Senate,"Three day rule suspended",31,0,0,0,31
1632635,1329650,2023-05-19,Senate,"Read 3rd time",31,0,0,0,31
1632635,1333248,2023-05-25,House,"House concurs in Senate amendment(s) RV#2085",125,11,2,11,149
1632636,1309858,2023-04-25,House,"Read 2nd time RV#492",145,0,1,4,150
1632636,1310807,2023-04-26,House,"Read 3rd time RV#529",149,0,1,0,150
1632638,1301491,2023-04-14,House,"Read 3rd time RV#199",143,0,2,5,150
1632646,1318777,2023-05-04,House,"Read 2nd time RV#1073",115,23,1,11,150
1632646,1319343,2023-05-05,House,"Read 3rd time RV#1126",111,34,1,4,150
1632650,1298346,2023-04-11,Senate,"Three day rule suspended",31,0,0,0,31
1632650,1298347,2023-04-11,Senate,"Read 3rd time",31,0,0,0,31
1632650,1319525,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632650,1334193,2023-05-26,House,"House adopts conference committee report RV#2187",124,11,1,13,149
1632650,1340725,2023-05-27,Senate,"Senate adopts conference committee report",31,0,0,0,31
1632653,1298844,2023-04-12,House,"Read 3rd time RV#150",144,2,2,2,150
1632653,1322819,2023-05-10,Senate,"Three day rule suspended",0,1,0,1,2
1632653,1322820,2023-05-10,Senate,"Read 3rd time",0,1,0,1,2
1632659,1319519,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632660,1319560,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632664,1306301,2023-04-20,House,"Read 3rd time RV#345",146,0,2,2,150
1632664,1329827,2023-05-19,Senate,"Three day rule suspended",31,0,0,0,31
1632664,1329828,2023-05-19,Senate,"Read 3rd time",31,0,0,0,31
1632678,1280556,2023-03-21,Senate,"Three day rule suspended",31,0,0,0,31
1632678,1280557,2023-03-21,Senate,"Read 3rd time",31,0,0,0,31
1632678,1326289,2023-05-17,House,"Read 3rd time RV#1770",143,0,1,5,149
1632678,1334216,2023-05-23,Senate,"Senate concurs in House amendment(s)",31,0,0,0,31
1632682,1303425,2023-04-18,House,"Read 3rd time RV#250",145,0,1,4,150
1632682,1326603,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632682,1326604,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
1632682,1333207,2023-05-25,House,"House adopts conference committee report RV#2135",141,0,2,6,149
1632682,1339327,2023-05-26,Senate,"Senate adopts conference committee report",31,0,0,0,31
1632696,1311191,2023-04-26,House,"Read 3rd time RV#528",142,5,1,2,150
1632696,1326576,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632696,1326577,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
1632699,1324161,2023-05-12,House,"Read 3rd time RV#1580",140,0,2,7,149
1632721,1304615,2023-04-19,House,"Read 3rd time RV#320",145,3,1,1,150
1632723,1307019,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632723,1307020,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632723,1313933,2023-04-28,House,"Read 3rd time RV#728",146,0,2,2,150
1632726,1286610,2023-03-28,Senate,"Three day rule suspended",31,0,0,0,31
1632726,1286611,2023-03-28,Senate,"Read 3rd time",31,0,0,0,31
1632726,1320765,2023-05-09,House,"Read 3rd time RV#1308",142,0,2,6,150
1632730,1286728,2023-03-28,Senate,"Rules suspended-Regular order of business",19,11,0,1,31
1632730,1286729,2023-03-28,Senate,"Read 2nd time & passed to engrossment",19,11,0,1,31
1632730,1289128,2023-03-29,Senate,"Rules suspended-Regular order of business",19,11,1,0,31
1632730,1289129,2023-03-29,Senate,"Read 3rd time",19,11,1,0,31
1632732,1314043,2023-04-28,House,"Read 3rd time RV#681",144,0,2,4,150
1632732,1325974,2023-05-15,Senate,"Three day rule suspended",31,0,0,0,31
1632732,1325975,2023-05-15,Senate,"Read 3rd time",31,0,0,0,31
1632735,1270869,2023-03-08,House,"Adopted RV#45",140,0,1,8,149
1632739,1298856,2023-04-12,House,"Read 3rd time RV#159",146,0,2,2,150
1632739,1329917,2023-05-19,Senate,"Three day rule suspended",31,0,0,0,31
1632739,1329918,2023-05-19,Senate,"Read 3rd time",31,0,0,0,31
1632739,1331900,2023-05-24,House,"House concurs in Senate amendment(s) RV#2064",143,0,1,5,149
1632740,1313889,2023-04-28,House,"Read 3rd time RV#681",144,0,2,4,150
1632744,1314018,2023-04-28,House,"Read 3rd time RV#716",141,5,2,2,150
1632746,1321292,2023-05-09,House,"Read 3rd time RV#1335",132,0,2,15,149
1632748,1298600,2023-04-12,House,"Read 3rd time RV#162",144,1,2,3,150
1632748,1332411,2023-05-22,Senate,"Three day rule suspended",31,0,0,0,31
1632748,1332413,2023-05-22,Senate,"Read 3rd time",31,0,0,0,31
1632751,1316797,2023-05-02,House,"Read 3rd time RV#801",145,0,1,4,150
1632751,1329860,2023-05-19,Senate,"Three day rule suspended",31,0,0,0,31
1632751,1329861,2023-05-19,Senate,"Read 3rd time",31,0,0,0,31
1632752,1301652,2023-04-14,House,"Read 3rd time RV#199",143,0,2,5,150
1632752,1325708,2023-05-15,Senate,"Three day rule suspended",26,5,0,0,31
1632752,1325709,2023-05-15,Senate,"Read 3rd time",26,5,0,0,31
1632754,1308970,2023-04-24,House,"Read 2nd time RV#438",98,48,1,3,150
1632754,1309366,2023-04-25,House,"Read 3rd time RV#468",104,39,1,6,150
1632754,1322958,2023-05-10,Senate,"Rules suspended-Regular order of business",19,11,0,1,31
1632754,1322959,2023-05-10,Senate,"Read 2nd time & passed to 3rd reading",19,11,0,1,31
1632754,1323983,2023-05-11,Senate,"Rules suspended-Regular order of business",19,11,0,1,31
1632754,1323984,2023-05-11,Senate,"Read 3rd time",31,0,0,0,31
1632756,1301388,2023-04-14,House,"Read 3rd time RV#199",143,0,2,5,150
1632756,1326538,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632756,1326539,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
1632757,1324021,2023-05-11,House,"Read 2nd time RV#1563",114,21,1,13,149
1632757,1324205,2023-05-12,House,"Read 3rd time RV#1612",117,18,2,12,149
1632759,1316108,2023-05-02,House,"Read 3rd time RV#841",143,0,1,6,150
1632765,1310894,2023-04-26,House,"Read 3rd time RV#535",121,27,1,1,150
1632765,1329928,2023-05-19,Senate,"Three day rule suspended",29,2,0,0,31
1632765,1329929,2023-05-19,Senate,"Read 3rd time",29,2,0,0,31
1632765,1333136,2023-05-25,House,"House concurs in Senate amendment(s) RV#2086",109,27,2,11,149
1632766,1286136,2023-03-28,House,"Amendment fails of adoption RV#61",30,108,2,10,150
1632766,1287386,2023-03-29,House,"Read 3rd time RV#66",130,16,2,2,150
1632767,1306442,2023-04-20,House,"Read 3rd time RV#345",146,0,2,2,150
1632767,1323071,2023-05-10,Senate,"Three day rule suspended",31,0,0,0,31
1632767,1323072,2023-05-10,Senate,"Read 3rd time",31,0,0,0,31
1632767,1345816,2023-05-10,Senate,"Three day rule suspended",31,0,0,0,31
1632767,1345817,2023-05-10,Senate,"Read 3rd time",31,0,0,0,31
1632772,1321404,2023-05-09,House,"Read 3rd time RV#1308",142,0,2,6,150
1632772,1335023,2023-05-24,Senate,"Three day rule suspended",31,0,0,0,31
1632772,1335024,2023-05-24,Senate,"Read 3rd time",31,0,0,0,31
1632773,1324349,2023-05-12,House,"Read 3rd time RV#1607",108,28,3,10,149
1632775,1318579,2023-05-04,House,"Read 3rd time RV#1012",143,0,2,5,150
1632775,1329645,2023-05-19,Senate,"Three day rule suspended",31,0,0,0,31
1632775,1329646,2023-05-19,Senate,"Read 3rd time",31,0,0,0,31
1632784,1287406,2023-03-29,House,"Read 3rd time RV#67",139,8,1,2,150
1632784,1326559,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632784,1326560,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
1632785,1303020,2023-04-18,House,"Read 3rd time RV#243",148,0,1,1,150
1632785,1329651,2023-05-19,Senate,"Three day rule suspended",31,0,0,0,31
1632785,1329652,2023-05-19,Senate,"Read 3rd time",31,0,0,0,31
1632790,1324133,2023-05-12,House,"Read 3rd time RV#1580",140,0,2,7,149
1632792,1316493,2023-05-02,House,"Failed to pass to engrossment RV#896",63,81,1,5,150
1632804,1309383,2023-04-25,House,"Read 3rd time RV#466",141,6,1,2,150
1632810,1292124,2023-04-04,House,"Read 3rd time RV#81",147,0,1,2,150
1632813,1307059,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632813,1307060,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632818,1316373,2023-05-02,House,"Read 3rd time RV#800",144,0,1,5,150
1632821,1302062,2023-04-17,House,"Read 2nd time RV#215",105,30,1,14,150
1632821,1303099,2023-04-18,House,"Read 3rd time RV#231",117,29,1,3,150
1632821,1329408,2023-05-18,Senate,"Three day rule suspended",26,5,0,0,31
1632821,1329409,2023-05-18,Senate,"Read 3rd time",26,5,0,0,31
1632821,1331971,2023-05-24,House,"House concurs in Senate amendment(s) RV#2057",126,15,2,6,149
1632825,1315269,2023-05-01,House,"Read 2nd time RV#771",142,0,2,6,150
1632825,1316470,2023-05-02,House,"Read 3rd time RV#821",145,0,1,4,150
1632827,1287405,2023-03-29,House,"Read 3rd time RV#64",146,0,1,3,150
1632827,1318155,2023-05-03,Senate,"Three day rule suspended",31,0,0,0,31
1632827,1318156,2023-05-03,Senate,"Read 3rd time",31,0,0,0,31
1632829,1310554,2023-04-25,Senate,"Rules suspended-Regular order of business",18,12,0,1,31
1632829,1310555,2023-04-25,Senate,"Vote recorded in Journal",31,0,0,0,31
1632829,1311434,2023-04-26,Senate,"Rules suspended-Regular order of business",19,12,0,0,31
1632829,1311435,2023-04-26,Senate,"Read 3rd time",31,0,0,0,31
1632832,1302477,2023-04-17,Senate,"Rules suspended-Regular order of business",20,11,0,0,31
1632832,1302478,2023-04-17,Senate,"Read 2nd time & passed to engrossment",20,11,0,0,31
1632832,1304058,2023-04-18,Senate,"Rules suspended-Regular order of business",20,11,0,0,31
1632832,1304059,2023-04-18,Senate,"Read 3rd time",20,11,0,0,31
1632835,1292656,2023-04-04,House,"Read 3rd time RV#80",124,21,1,4,150
1632841,1316262,2023-05-02,House,"Failed to pass RV#867",63,81,1,5,150
1632841,1316973,2023-05-02,House,"Amendment withdrawn RV#907",84,57,1,8,150
1632846,1308441,2023-04-24,House,"Amendment fails of adoption RV#430",70,75,1,4,150
1632846,1308442,2023-04-24,House,"Amendment fails of adoption RV#431",63,83,1,3,150
1632846,1308443,2023-04-24,House,"Amendment fails of adoption RV#432",63,83,2,2,150
1632846,1308444,2023-04-24,House,"Amended RV#433",93,51,1,5,150
1632846,1309423,2023-04-25,House,"Read 3rd time RV#448",93,54,1,2,150
1632846,1334350,2023-05-26,House,"House concurs in Senate amendment(s) RV#2180",104,32,2,11,149
1632846,1334656,2023-05-24,Senate,"Rules suspended-Regular order of business",18,12,0,1,31
1632846,1334657,2023-05-24,Senate,"Amendment fails of adoption",10,20,0,1,31
1632846,1334658,2023-05-24,Senate,"Vote recorded in Journal",18,12,0,1,31
1632846,1334885,2023-05-24,Senate,"Rules suspended-Regular order of business",19,11,0,1,31
1632846,1334886,2023-05-24,Senate,"Read 3rd time",18,12,0,1,31
1632848,1314449,2023-04-28,House,"Read 2nd time RV#735",116,25,1,8,150
1632848,1315197,2023-05-01,House,"Read 3rd time RV#749",104,33,1,12,150
1632850,1319330,2023-05-05,House,"Read 3rd time RV#1085",85,53,2,10,150
1632853,1319619,2023-05-06,House,"Read 3rd time RV#1176",134,0,2,14,150
1632855,1306667,2023-04-20,Senate,"Three day rule suspended",31,0,0,0,31
1632855,1306668,2023-04-20,Senate,"Read 3rd time",31,0,0,0,31
1632855,1332031,2023-05-24,House,"Read 3rd time RV#2039",138,0,1,10,149
1632857,1291636,2023-04-03,Senate,"Three day rule suspended",31,0,0,0,31
1632857,1291637,2023-04-03,Senate,"Read 3rd time",31,0,0,0,31
1632857,1325165,2023-05-16,House,"Read 3rd time RV#1741",142,0,1,6,149
1632865,1316245,2023-05-02,House,"Read 3rd time RV#822",112,32,1,5,150
1632872,1316641,2023-05-02,House,"Read 3rd time RV#791",144,0,3,3,150
1632878,1293765,2023-04-05,House,"Read 3rd time RV#91",146,0,1,3,150
1632878,1329792,2023-05-19,Senate,"Three day rule suspended",0,1,0,0,1
1632878,1329793,2023-05-19,Senate,"Read 3rd time",0,1,0,0,1
1632878,1331749,2023-05-24,House,"House concurs in Senate amendment(s) RV#2063",138,4,1,6,149
1632882,1297752,2023-04-11,House,"Read 3rd time RV#132",145,0,1,4,150
1632882,1323921,2023-05-11,Senate,"Three day rule suspended",31,0,0,0,31
1632882,1323922,2023-05-11,Senate,"Read 3rd time",31,0,0,0,31
1632889,1324086,2023-05-12,House,"Read 3rd time RV#1580",140,0,2,7,149
1632889,1334727,2023-05-24,Senate,"Three day rule suspended",31,0,0,0,31
1632889,1334728,2023-05-24,Senate,"Read 3rd time",31,0,0,0,31
1632893,1310781,2023-04-26,House,"Read 3rd time RV#526",113,35,1,1,150
1632895,1309681,2023-04-25,House,"Amended RV#491",106,36,1,7,150
1632895,1310730,2023-04-26,House,"Read 3rd time RV#527",98,49,2,1,150
1632896,1305997,2023-04-20,House,"Read 3rd time RV#353",147,0,1,2,150
1632898,1314257,2023-04-28,House,"Read 3rd time RV#681",144,0,2,4,150
1632898,1326792,2023-05-17,Senate,"Three day rule suspended",31,0,0,0,31
1632898,1326793,2023-05-17,Senate,"Read 3rd time",31,0,0,0,31
